GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0043167	ion binding	0.00304266922201059	0.00304266922201059	+1	Adamts8,Prag1,Aif1l,Ptk2b,Cdh15,Smoc1,Npr3,Fgfr2,Tnfaip6,Adamts5,Anxa3,Jag1,Ehd3,Lats2,Tnnc1,Tll1,Tek,Tnik,Kdm2b,Pim3,Car3,Mcm3,Slc8a1,Plcb4,Rps6ka5,Fbln7,Heph,Ddx20,Gata6,Cyp2c11,Megf6,Cdkl5,E2f1,Adamts15,Lmcd1,Abcd4,Ksr1,Car1,Rab30,Celsr2,Lpar1,Irak2,Heg1,Nt5c1b,Traf4,Map3k1,Prrg4,Pim1,Dnah17,Nrbp2,C1s,Rhbdl3,Ak7,Prkaa2,Masp2,Suox,Dapk2,Reps2,Hsd17b8,Agbl3,Coq8a,Dnah7,Tubb3,Musk,Rragd,Atp2c2,Hunk,Rnd1,Tex14,Cacna1e,Pygm,Myl11,Abca8a,Rad51b,Map4k1,Spta1,Zfyve28,Atp2a1,Rab9b,Oit3,Rnf151,Cdkl1,Cyp3a62,Pim2,Pcdhb11,Nanos3,Cdc42bpg,Cfap45,Cdk15,Arl5c,Abca8,Chrnb2,Trim66,Lvrn,Trim14,Cabyr,Cyp2j10,Calr4,Atp2b4,Ldlr,Trib2,Aspn,Anxa8,Lrp8,Scd,Sqle,Sod3,Cyp1b1,Dhcr24,S100a4,Eno3,Car5b,Cyp51,Abcc9,Zfp36l2,Dysf,Mgp,Vcan,Nsf,Cyth3,Arf2,Hmgcr,Rab3d,Galnt1,Dmpk,Loxl4,Trim47,Anxa7,Enpp1,Rexo2,Msmo1,Ltbp4,Rras,Ncald,Dnm1,Calml4,Cd248,Rhoj,Loxl3,Rhobtb1,Runx2,Cgref1,Adgre5,Endod1,Ak1,Wnk3,Fgd6,Unc13a,Tor4a,Mgst2,Htr2a,P2rx5,Mvd,Gss,Ripk3,Thbs2,Cdkl2,Jph2,Ephb2,Plk3,Sgk1,Rasl11a,Pcdh1,Nrk,Ror2,Pde4a,Nr4a1,Map3k6,Tcea3,Mapkapk3,Sphk1,Sparcl1,Gata2,Ak9,Cyp3a9,Cryl1,Agmo,Mok,Kcnip3,Cdk18,Gcat,Fbln2,Setmar,Hck,Clec3b,Atp8a2,Gem,Traf1,Ramp2,Aatk,Trim29,Epha3,Alpl,Sulf2,Dyrk3,Ciita,Creld1,Plcd4,Pclo,Irgc,S100a1,Cyp2s1,Scube2,Mt2A,Glra1
GO:0046872	metal ion binding	0.0031081356172677	0.0031081356172677	+1	Adamts8,Aif1l,Cdh15,Smoc1,Tnfaip6,Adamts5,Anxa3,Jag1,Ehd3,Tnnc1,Tll1,Kdm2b,Car3,Slc8a1,Plcb4,Rps6ka5,Fbln7,Heph,Gata6,Cyp2c11,Megf6,E2f1,Adamts15,Lmcd1,Car1,Celsr2,Heg1,Nt5c1b,Traf4,Map3k1,Prrg4,Pim1,C1s,Rhbdl3,Masp2,Suox,Reps2,Agbl3,Dnah7,Cacna1e,Myl11,Spta1,Zfyve28,Atp2a1,Oit3,Rnf151,Cyp3a62,Pcdhb11,Nanos3,Cdc42bpg,Trim66,Lvrn,Trim14,Cabyr,Cyp2j10,Calr4,Ldlr,Aspn,Anxa8,Lrp8,Scd,Sod3,Cyp1b1,S100a4,Eno3,Car5b,Cyp51,Zfp36l2,Dysf,Mgp,Vcan,Galnt1,Loxl4,Trim47,Anxa7,Enpp1,Rexo2,Msmo1,Ltbp4,Ncald,Calml4,Cd248,Loxl3,Cgref1,Adgre5,Endod1,Fgd6,Unc13a,Gss,Thbs2,Pcdh1,Nr4a1,Map3k6,Tcea3,Sphk1,Sparcl1,Gata2,Cyp3a9,Agmo,Kcnip3,Fbln2,Setmar,Clec3b,Atp8a2,Gem,Traf1,Trim29,Alpl,Sulf2,Dyrk3,Creld1,Plcd4,Pclo,S100a1,Cyp2s1,Scube2,Mt2A,Glra1
GO:0030695	GTPase regulator activity	0.0031081356172677	0.0031081356172677	+1	Spata13,Chn1,Dlc1,Bcar3,Rab3ip,Ralgps1,Gpsm1,Cdc42ep2,Asap3,Sh2d3c,Rapgef3,Arhgef26,Tbc1d2,Rap1gap,Eps8l1,Arhgap18,Smap2,Rin1,Cyth3,Hmgcr,Rasa3,Dock4,Abr,Fgd6,Gpsm2,Rgs2,Plekhg4,Rap1gap2,Arhgef19,Arhgap6
GO:0060589	nucleoside-triphosphatase regulator activity	0.0031081356172677	0.0031081356172677	+1	Spata13,Chn1,Dlc1,Bcar3,Rab3ip,Ralgps1,Gpsm1,Cdc42ep2,Asap3,Sh2d3c,Rapgef3,Arhgef26,Tbc1d2,Rap1gap,Eps8l1,Arhgap18,Smap2,Rin1,Cyth3,Hmgcr,Rasa3,Dock4,Abr,Fgd6,Gpsm2,Rgs2,Plekhg4,Rap1gap2,Arhgef19,Arhgap6
GO:0019838	growth factor binding	0.00338543482831279	0.00338543482831279	+1	Pdgfb,Itga6,Fgfr2,Vegfa,Igfbp2,Igf2r,Igfbp7,Tsku,Col1a2,Ltbp4,Col6a1,Cd109,Igfbp5,Itgb3
GO:0001968	fibronectin binding	0.00481424688260748	0.00481424688260748	+1	Vegfa,Tnfaip6,Loxl3,Ssc5d,Igfbp5,Itgb3
GO:0003700	DNA-binding transcription factor activity	0.00503134958677193	0.00503134958677193	+1	Klf5,Jun,Gata6,Myrf,Ebf3,Tead1,E2f1,Sox11,Myc,Creb5,Tead4,Atf3,Plagl1,Foxc2,Tfdp2,E2f2,LOC100360790,Bach2,Hoxc10,Foxa1,Myod1,Tfcp2l1,Bhlhe41,Mycl,Etv1,Etv5,Etv4,Prrx2,Mycn,Prrx1,Elk3,Foxs1,Creb3l1,Fosl1,Xbp1,Ets1,Runx2,Maf,Cdx2,Hes1,Maff,Cebpd,Tbx2,Nkx2-3,Nr4a1,Hey2,Irf5,Meox2,Gata2,Fosb,Kcnip3,Tfec,Casz1,Heyl,Rfx2,Gli1
GO:0043169	cation binding	0.00513020620490009	0.00513020620490009	+1	Adamts8,Aif1l,Cdh15,Smoc1,Tnfaip6,Adamts5,Anxa3,Jag1,Ehd3,Tnnc1,Tll1,Kdm2b,Car3,Slc8a1,Plcb4,Rps6ka5,Fbln7,Heph,Gata6,Cyp2c11,Megf6,E2f1,Adamts15,Lmcd1,Car1,Celsr2,Heg1,Nt5c1b,Traf4,Map3k1,Prrg4,Pim1,C1s,Rhbdl3,Masp2,Suox,Reps2,Agbl3,Dnah7,Cacna1e,Myl11,Spta1,Zfyve28,Atp2a1,Oit3,Rnf151,Cyp3a62,Pcdhb11,Nanos3,Cdc42bpg,Cfap45,Chrnb2,Trim66,Lvrn,Trim14,Cabyr,Cyp2j10,Calr4,Ldlr,Aspn,Anxa8,Lrp8,Scd,Sod3,Cyp1b1,S100a4,Eno3,Car5b,Cyp51,Zfp36l2,Dysf,Mgp,Vcan,Galnt1,Loxl4,Trim47,Anxa7,Enpp1,Rexo2,Msmo1,Ltbp4,Ncald,Calml4,Cd248,Loxl3,Cgref1,Adgre5,Endod1,Fgd6,Unc13a,Htr2a,Gss,Thbs2,Pcdh1,Nr4a1,Map3k6,Tcea3,Sphk1,Sparcl1,Gata2,Cyp3a9,Agmo,Kcnip3,Fbln2,Setmar,Clec3b,Atp8a2,Gem,Traf1,Trim29,Alpl,Sulf2,Dyrk3,Creld1,Plcd4,Pclo,S100a1,Cyp2s1,Scube2,Mt2A,Glra1
GO:0005178	integrin binding	0.00560381620769392	0.00560381620769392	+1	Nrg1,Igf1,Emp2,Itgb6,Thy1,Col16a1,Tnn,Vcam1,Fgf2,Icam5,Itgb3,Ptn
GO:0042056	chemoattractant activity	0.00584124470528893	0.00584124470528893	+1	Pdgfb,Vegfa,Colec10,S100a4,Lgals3,Fgf2
GO:0030215	semaphorin receptor binding	0.0101217662469743	0.0101217662469743	+1	Sema3c,Sema3d,Sema6a,Sema3e,Sema3g,Sema4a
GO:0004672	protein kinase activity	0.0102526863100446	0.0102526863100446	+1	Prag1,Ptk2b,Fgfr2,Lats2,Tek,Tnik,Pim3,Rps6ka5,Cdkl5,Ksr1,Irak2,Map3k1,Pim1,Nrbp2,Prkaa2,Dapk2,Musk,Hunk,Tex14,Map4k1,Cdkl1,Pim2,Cdc42bpg,Cdk15,Trib2,Dmpk,Abr,Wnk3,Ripk3,Cdkl2,Ephb2,Plk3,Sgk1,Nrk,Ror2,Map3k6,Mapkapk3,Mok,Cdk18,Hck,Ramp2,Aatk,Epha3,Dyrk3
GO:0004768	stearoyl-CoA 9-desaturase activity	0.0105833095382603	0.0105833095382603	+1	Scd,Scd2,Scd4
GO:0031994	insulin-like growth factor I binding	0.0124261753619705	0.0124261753619705	+1	Itga6,Igfbp2,Igfbp5,Itgb3
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0.0194704902146162	0.0194704902146162	+1	Scd,Scd2,LOC681458,Scd4
GO:0140678	molecular function inhibitor activity	0.0236401174169807	0.0236401174169807	+1	Angptl4,Anxa3,Timp3,Hexim1,Slc30a1,Tfpi,Crim1,Inka2,Smad6,Serpina12,Serpina3c,Col6a3,Txnip,Spry4,Atp2b4,Serpinb7,Fst,Serpinf1,Serpine1,Id1,Serpine2,Cd109,Rgs2,Spint2,Ptn,Scg5,Scn1b,Socs1,Pinlyp,Tcf23
GO:0005518	collagen binding	0.0241537773198812	0.0241537773198812	+1	Pdgfb,Adgrg1,Tgfbi,Col6a2,Lum,Itga10,Col6a1,C1qtnf1
GO:0031005	filamin binding	0.0274146756693413	0.0274146756693413	+1	Nebl,Synpo2,Hspb7,Rflnb
GO:0001216	DNA-binding transcription activator activity	0.0279492030951718	0.0279492030951718	+1	Ebf3,E2f1,Sox11,Tead4,Atf3,Plagl1,Foxc2,Tfdp2,E2f2,Hoxc10,Myod1,Etv1,Etv5,Etv4,Prrx1,Elk3,Ets1,Runx2,Maf,Maff,Cebpd,Nr4a1,Irf5,Meox2,Gata2,Fosb,Casz1,Heyl,Rfx2
GO:0016301	kinase activity	0.0318906809453094	0.0318906809453094	+1	Prag1,Ptk2b,Fgfr2,Lats2,Tek,Tnik,Pim3,Rps6ka5,Cdkl5,Ksr1,Irak2,Dgke,Map3k1,Pim1,Nrbp2,Ak7,Prkaa2,Dapk2,Coq8a,Musk,Hunk,Tex14,Map4k1,Cdkl1,Pim2,Cdc42bpg,Cdk15,Trib2,Dmpk,Abr,Ak1,Wnk3,Ripk3,Cdkl2,Ephb2,Plk3,Sgk1,Nrk,Ror2,Map3k6,Mapkapk3,Sphk1,Ak9,Mok,Cdk18,Hck,Ramp2,Aatk,Epha3,Dyrk3
GO:0005126	cytokine receptor binding	0.0396215664072937	0.0396215664072937	+1	Vegfa,Tnfsf18,Tgfb2,Traf4,Eda,Smad6,Il23r,Ccl7,Kitlg,Tgfb1,Il6,Ccl2,Crlf1,Tnfsf12,Cxcl1,Itgb3,Cx3cl1,Traf1
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.040092245032137	0.040092245032137	+1	Klf5,Gata6,Myrf,Ebf3,Tead1,E2f1,Sox11,Tead4,Atf3,Plagl1,Foxc2,Tfdp2,E2f2,Bach2,Hoxc10,Myod1,Bhlhe41,Etv1,Etv5,Etv4,Prrx2,Prrx1,Elk3,Creb3l1,Ets1,Runx2,Maf,Cdx2,Hes1,Maff,Cebpd,Tbx2,Nkx2-3,Nr4a1,Hey2,Irf5,Meox2,Gata2,Fosb,Kcnip3,Tfec,Casz1,Heyl,Rfx2,Gli1
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	0.0403528554134547	0.0403528554134547	+1	Ebf3,Sox11,Tead4,Atf3,Plagl1,Foxc2,Tfdp2,E2f2,Hoxc10,Myod1,Etv1,Etv5,Etv4,Prrx1,Elk3,Ets1,Runx2,Maf,Maff,Cebpd,Nr4a1,Irf5,Meox2,Gata2,Fosb,Casz1,Heyl,Rfx2
GO:1990890	netrin receptor binding	0.043083931189256	0.043083931189256	+1	Dscam,Tubb3
GO:1990837	sequence-specific double-stranded DNA binding	0.043083931189256	0.043083931189256	+1	Osr1,Klf5,Kdm2b,Gata6,Ebf3,Tead1,E2f1,Sox11,Creb5,Tead4,Atf3,Smad6,Plagl1,Foxc2,Tfdp2,E2f2,Bach2,Hoxc10,Foxa1,Myod1,Tfcp2l1,Bhlhe41,Etv1,Etv5,Etv4,Prrx2,Prrx1,Elk3,Creb3l1,Fosl1,Xbp1,Ets1,Runx2,Twist2,Maf,Cdx2,Hes1,Maff,Cebpd,Tbx2,Nkx2-3,Nr4a1,Hey2,Tcf7,Irf5,Meox2,Gata2,Fosb,Kcnip3,Tfec,Casz1,Heyl,Rfx2,Gli1
GO:0015188	L-isoleucine transmembrane transporter activity	0.043083931189256	0.043083931189256	+1	Slc43a2,Slc43a1
GO:0005248	voltage-gated sodium channel activity	0.043083931189256	0.043083931189256	+1	Scn11a,Nalcn,Hcn4,Scn1b,Scn4b
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	0.043083931189256	0.043083931189256	+1	Hmgcs2,Hmgcs1
GO:0000987	cis-regulatory region sequence-specific DNA binding	0.043083931189256	0.043083931189256	+1	Klf5,Kdm2b,Gata6,Ebf3,Tead1,E2f1,Sox11,Tead4,Atf3,Foxc2,E2f2,Bach2,Foxa1,Tfcp2l1,Bhlhe41,Etv1,Etv4,Prrx1,Elk3,Fosl1,Xbp1,Ets1,Runx2,Cdx2,Hes1,Cebpd,Tbx2,Hey2,Meox2,Gata2,Fosb,Kcnip3,Heyl,Rfx2,Gli1
GO:0008047	enzyme activator activity	0.0456887403029976	0.0456887403029976	+1	Pdgfb,Hbegf,Chn1,Vegfa,Dlc1,Ajuba,Phactr4,Nrg1,Cdc42ep2,Asap3,Tbc1d2,Lrcol1,Rap1gap,Arhgap18,Smap2,Tgfb1,Rasa3,Dock4,Abr,Mgst2,Htr2a,Rgs2,Angpt4,Rap1gap2,Arhgap6,Azin2
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.047004196708984	0.047004196708984	+1	Klf5,Kdm2b,Gata6,Ebf3,Tead1,E2f1,Sox11,Tead4,Atf3,Plagl1,Foxc2,Tfdp2,E2f2,Bach2,Hoxc10,Foxa1,Myod1,Tfcp2l1,Bhlhe41,Etv1,Etv5,Etv4,Prrx1,Elk3,Fosl1,Ets1,Runx2,Twist2,Cdx2,Hes1,Cebpd,Tbx2,Meox2,Gata2,Fosb,Kcnip3,Casz1,Heyl,Rfx2,Gli1
GO:0016773	phosphotransferase activity, alcohol group as acceptor	0.047004196708984	0.047004196708984	+1	Prag1,Ptk2b,Fgfr2,Lats2,Tek,Tnik,Pim3,Rps6ka5,Cdkl5,Ksr1,Irak2,Dgke,Map3k1,Pim1,Nrbp2,Prkaa2,Dapk2,Musk,Hunk,Tex14,Map4k1,Cdkl1,Pim2,Cdc42bpg,Cdk15,Trib2,Dmpk,Abr,Wnk3,Ripk3,Cdkl2,Ephb2,Plk3,Sgk1,Nrk,Ror2,Map3k6,Mapkapk3,Sphk1,Mok,Cdk18,Hck,Ramp2,Aatk,Epha3,Dyrk3
GO:0005096	GTPase activator activity	0.0474959555848122	0.0474959555848122	+1	Chn1,Dlc1,Cdc42ep2,Asap3,Tbc1d2,Rap1gap,Arhgap18,Smap2,Rasa3,Dock4,Abr,Rgs2,Rap1gap2,Arhgap6
GO:0001067	transcription regulatory region nucleic acid binding	0.0474959555848122	0.0474959555848122	+1	Klf5,Kdm2b,Gata6,Ebf3,Tead1,E2f1,Sox11,Tead4,Atf3,Smad6,Plagl1,Foxc2,Tfdp2,E2f2,Bach2,Hoxc10,Foxa1,Myod1,Tfcp2l1,Bhlhe41,Etv1,Etv5,Etv4,Prrx1,Elk3,Fosl1,Xbp1,Ets1,Runx2,Twist2,Cdx2,Hes1,Cebpd,Tbx2,Hey2,Tcf7,Irf5,Meox2,Gata2,Fosb,Kcnip3,Casz1,Heyl,Rfx2,Gli1
GO:0000976	transcription cis-regulatory region binding	0.0474959555848122	0.0474959555848122	+1	Klf5,Kdm2b,Gata6,Ebf3,Tead1,E2f1,Sox11,Tead4,Atf3,Smad6,Plagl1,Foxc2,Tfdp2,E2f2,Bach2,Hoxc10,Foxa1,Myod1,Tfcp2l1,Bhlhe41,Etv1,Etv5,Etv4,Prrx1,Elk3,Fosl1,Xbp1,Ets1,Runx2,Twist2,Cdx2,Hes1,Cebpd,Tbx2,Hey2,Tcf7,Irf5,Meox2,Gata2,Fosb,Kcnip3,Casz1,Heyl,Rfx2,Gli1
GO:0003690	double-stranded DNA binding	0.0495666407971407	0.0495666407971407	+1	Osr1,Klf5,Kdm2b,Gata6,Ebf3,Tead1,E2f1,Sox11,Creb5,Tead4,Atf3,Smad6,Plagl1,Foxc2,Tfdp2,E2f2,Bach2,Hoxc10,Foxa1,Rad51b,Myod1,Tfcp2l1,Bhlhe41,Sycp1,Etv1,Etv5,Etv4,Prrx2,Prrx1,Elk3,Creb3l1,Fosl1,Xbp1,Ets1,Runx2,Twist2,Maf,Cdx2,Hes1,Maff,Cebpd,Tbx2,Nkx2-3,Nr4a1,Hey2,Tcf7,Irf5,Meox2,Gata2,Fosb,Kcnip3,Tfec,Casz1,Heyl,Rfx2,Gli1
