GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0005925	focal adhesion	0.0035297523374462	0.0035297523374462	+1	Prag1,Ptk2b,Dlc1,Ajuba,Bcar3,Asap3,Epb41l5,Itgb6,Synpo2,Rexo2,Ezr,Flrt2,Itgb3,Hck
GO:0097708	intracellular vesicle	0.0035297523374462	0.0035297523374462	+1	Vegfa,Anxa3,Amot,Ehd3,Slc30a1,Syt11,Rusc2,Crispld2,Lpar1,Tmem108,Snap91,Prss12,Cdc42ep2,N4bp3,Vamp1,Cemip,Emp2,Iqub,Atp2c2,Tbc1d2,Ticam2,Tlr7,Zfyve28,Rab9b,Enkur,Hap1,Sh3tc2,Cntnap2,Actl7a,Ldlr,Bgn,Igf2r,Avpr1a,Dysf,Ap1s2,Arrdc3,Rab3d,Fdps,Copz2,Laptm4b,Sv2a,Ptprn,Col6a1,Dnm1,Serpine2,Ezr,Slc26a7,Vcam1,Thbs2,Stard4,Has2,Itgb3,Sphk1,Atp8a2,Scg5,Calcrl,Ramp2,Epha3,Sspn,Stxbp2,Nox1,Azin2,Ppfia3
GO:0016020	membrane	0.00402324148707392	0.00402324148707392	+1	Pdgfb,Palmd,Hbegf,Kcnd3,Fras1,Plekha7,Cdh15,Itga6,Npr3,Cobl,Slc6a7,Fgfr2,Vegfa,Arhgap21,LOC292543,Nlrp3,Anxa3,Jag1,Amot,Pard6b,Ehd3,Lrp12,Pcsk5,Akap5,Slc30a1,Tek,Tnik,Dlc1,Slc8a1,Gria2,Gprc5a,Itga8,Lmo7,Heph,Plekhh2,Adgrg1,Syt11,Gata6,Nkain4,Cacnb4,Rell1,Myrf,Bcar3,Popdc2,Vipr2,Sox11,Abcd4,Alcam,Cldn15,Celsr2,Pals2,Lpar1,Dgat2,Bcam,Tmem108,Dgke,Plxna2,Prrg4,Sgms2,Eda,Tbxa2r,Prss12,Cdc42ep2,Ugcg,Grm8,Panx3,Tmem86a,Lrrc8d,Epb41l5,Siglec1,Ms4a6c,Dsp,Rhbdl3,Rapgef3,Il23r,Tmprss11a,Tspan15,Vamp1,Gjc2,Serpina12,Cemip,Slc4a4,Igf1,Hsd17b8,Dscam,Emp2,Gpr19,Atp2c2,Rnd1,Kcnn1,Tbc1d2,Ticam2,Gpc2,Cacna1e,Atp6v0e2,Tlr7,Clec4m,Abca8a,Slc6a16,Ucp2,Syngr1,Spta1,Mfsd2a,Zfyve28,Uchl1,Atp2a1,Svip,Trpm3,Tgm1,Cldn19,Rap1gap,LOC681871,Plp1,Chrm3,Vangl2,Anks1b,Ecscr,P2ry6,Itgb6,Sh3tc2,Cntnap2,Pcdhb11,Plxdc1,Cmtm8,Abca8,Tfcp2l1,Chrnb2,Adcy5,Kcnt1,Eps8l1,Tmprss9,Lcn12,Tas1r1,Nipal3,Tnfrsf25,Tvp23a,Scn11a,Terb1,Adora2b,Col6a3,Spry4,Atp2b4,Ldlr,Thy1,Col6a2,Arhgap18,Ptgfr,Lrp8,Scd,Sqle,Kcnj8,Cd82,Bgn,Slc29a1,Eno3,Fxyd5,Igf2r,Abcc9,Cd14,Lmna,Adam12,Sgcg,Avpr1a,Rin1,Il18rap,B2m,Dysf,Ednra,Kitlg,Lgals3,Creb3l1,Nsf,Cyth3,Hmgcr,Baiap2,Ap1s2,Arrdc3,Ifitm3,Lss,Rasa3,Itga4,Copz2,Dmpk,Laptm4b,Loxl4,Dock4,Slc41a2,Fxyd1,Sv2a,Tm4sf1,B3galnt1,Itga10,Gja5,Hsd17b7,Col6a1,Rras,Dnm1,Blvrb,Nalcn,Gng8,Rhoj,Loxl3,Ssc5d,Tmprss11b,Sgcb,Emp3,Ezr,Cd109,Pth1r,C1qtnf1,Adgre5,Ggt5,Flrt2,Grpr,Trabd2b,Rxfp1,Gpr88,Ptch1,Sync,Kcnq5,Syne3,Megf10,Mgst2,Itga3,Htr2a,P2rx5,Cybrd1,Slc43a2,Slc43a1,Slc26a7,Vcam1,Slc16a9,Rgs2,Synm,Cd38,Jph2,Ephb2,P2ry10b,Tnfsf12,Rtn4rl1,Fut4,Rap1gap2,Pxmp4,Adam23,Has2,Tspan17,Icam5,Pcdh1,Vsir,Pde4a,Nr4a1,Pgf,Itgb3,Atcay,Sphk1,Cox6a2,Hcn4,Ak9,Trpv2,Tnfrsf1b,Jaml,Kcnh2,Arc,Agmo,Stac2,Hck,Tm4sf4,Colq,Spred3,Atp8a2,Gem,Spef1,Grin3b,Calcrl,Ramp2,Scn1b,Epha3,Sspn,Stxbp2,Alpl,Sulf2,Dnajc6,LOC100302465,Dnai2,Opn3,Mpzl2,Slc26a10,Ano1,B3gnt9,Enox1,Nox1,Scn4b,Cnga1,Plcd4,Cd180,Pclo,Irgc,Mcoln3,Vtcn1,Scd4,Ccrl2,Syne4,Glra1
GO:0098644	complex of collagen trimers	0.00420995830423285	0.00420995830423285	+1	Lum,Col3a1,Col5a3,Col1a2,Col4a6
GO:0110165	cellular anatomical structure	0.00458152590435355	0.00458152590435355	+1	Adamts8,Pdgfb,Palmd,Hbegf,Prag1,Ankrd1,Kcnd3,Fras1,Wnt4,Plekha7,Edn1,Ptk2b,Cdh15,Itga6,Igf2,Npr3,Cobl,Sema3c,Gadd45a,Slc6a7,Fgfr2,Vegfa,Arhgap21,Gadd45b,Tnfaip6,Grem2,Angptl4,Adamts5,Cd200,LOC292543,Nlrp3,Anxa3,Jag1,Amot,Pard6b,Ehd3,Lrp12,Tnnt2,Pcsk5,Akap5,Timp3,Lats2,Emilin2,Tnnc1,Hexim1,Osr1,Mtus1,Nbas,Tdrp,Wwc2,Slc30a1,Tek,Ptpn21,Klf5,Tnik,Dlc1,Kdm2b,Cdt1,Zfp462,Ajuba,Pim3,Car3,Mcm3,Stc2,Slc8a1,Gria2,Cttnbp2nl,Rnf122,Plcb4,Rab11fip1,Gprc5a,Rps6ka5,Itga8,Fbln7,Lmo7,Heph,Plekhh2,Arhgap28,Adgrg1,Gatm,Mns1,Syt11,Ddx20,Gata6,Nkain4,Cyp2c11,Tfpi,Crim1,Bdh2,Tnfrsf11b,Cacnb4,Tle4,C2cd3,Tgfb2,Gadd45g,Rell1,Cdkl5,Ppp1r9a,Myrf,Tead1,Rb1,Celf2,Bcar3,Timeless,Ptprf,Rab3ip,Popdc2,E2f1,Dscc1,Adamts15,Rusc2,Rassf7,Vipr2,Sox11,Crispld2,Lmcd1,Col14a1,Abcd4,Ppp4r4,Cdc6,Bmp3,Alcam,Tulp4,Btg1,Paxbp1,Krt7,Cldn15,Rab30,Igsf9,Celsr2,Cep70,Pals2,Samd4a,Inka2,Lpar1,Dgat2,Gpsm1,Unc119,Phactr4,Jade3,Heg1,Bcam,Tmem108,Sh2d4a,Nrg1,Nt5c1b,Tprn,Traf4,Dgke,Snap91,Chac1,Plxna2,Prrg4,Cfap100,Sgms2,Pim1,Eda,Dusp10,Tbxa2r,Tead4,Igfbp2,Prss12,Cdc42ep2,Atf3,Asap3,Cndp1,Neb,Ugcg,Trim25,Grm8,Smad6,Panx3,Plagl1,Foxc2,Tmem86a,Dnah17,Nrbp2,Cbx7,Lrrc8d,Tfdp2,Epb41l5,Siglec1,Sh2d3c,Dcdc2,Ms4a6c,E2f2,Dsp,Rhbdl3,Exosc6,N4bp3,Rapgef3,Il23r,Pappa,Tmprss11a,Tspan15,LOC120098340,Hmgcs2,Nog,Bach2,Prkaa2,Hacd4,Vamp1,Mybphl,LOC120096019,Zdhhc15,Gjc2,Cited1,Capn6,Cgnl1,Serpina12,Etfbkmt,Cemip,Slc4a4,Dapk2,Fgf9,Sncaip,Igf1,Hsd17b8,Coq8a,Dnah7,Dscam,Cables1,Tubb3,Nebl,Emp2,Iqub,Rragd,Gpr19,Atp2c2,Hoxc10,Rnd1,Kcnn1,Tbc1d2,Krt80,Birc3,Ticam2,Foxa1,Tex14,Gpc2,Wnt5b,Wnt9a,Cacna1e,Selenbp1,Atp6v0e2,Tlr7,Clec4m,Abca8a,Rad51b,Slc6a16,Cgn,Tekt1,Ucp2,Syngr1,Spta1,Mfsd2a,Zfyve28,Uchl1,Atp2a1,Svip,Trpm3,Lrcol1,Rab9b,Tgm1,Cldn19,Enkur,Rnf151,Baalc,Rap1gap,Cdkl1,LOC681871,LOC120100227,Plp1,Chrm3,LOC120095751,Vangl2,Tceal7,Cfap141,Anks1b,Endou,LOC120099392,Ecscr,Mturn,P2ry6,Meioc,Hap1,Itgb6,Gpld1,Sh3tc2,Colec10,Cntnap2,Mpp4,Pcdhb11,Plxdc1,Actl7a,Nanos3,H1f6,Snord30,Myod1,Cdc42bpg,Rad21l1,LOC500124,LOC103690152,Cmtm8,Cfap45,Apba2,Cfap70,Abca8,Tfcp2l1,Chrnb2,Mttp,Adcy5,Kcnt1,Trim66,Actl7b,Pmfbp1,Trim14,Slc25a29,Mycl,Eps8l1,Tmprss9,Apold1,Lcn12,Apoc3,Tas1r1,Nipal3,LOC120094464,Calr4,Actc1,Tnfrsf25,Tvp23a,Snord65,Scn11a,Ptpn18,Terb1,Adora2b,Serpina3c,Inava,Sycp1,Rnu6-173,LOC690335,Etv1,Col6a3,Txnip,Arhgap22,Etv5,Spry4,Atp2b4,Ldlr,Tgfbi,Etv4,Thy1,Nqo1,Aspn,Col6a2,Lum,Dusp6,Arhgap18,Synpo2,Ptgfr,Phlda1,Lrp8,Serpinb7,Sncg,Scd,Sqle,Sod3,Smap2,Cyp1b1,Kcnj8,Dhcr24,Cd82,Bgn,Slc29a1,S100a4,Eno3,Fst,Car5b,Scara3,Fxyd5,Igf2r,Abcc9,Col3a1,Cd14,Scd2,Lmna,Dram1,Adam12,Igfbp7,Serpinf1,Tsku,Sgcg,Col5a3,Zfp36l2,Avpr1a,Col1a2,Glud1,Mycn,Hspb7,Ccl7,Gls2,Txn1,Prrx1,Elk3,Rin1,Il18rap,Sesn3,B2m,Dysf,Mgp,Ift57,Ednra,Kitlg,Vcan,Cpq,Lgals3,Creb3l1,Nsf,Lnx1,Cyth3,Arf2,Hmgcr,Baiap2,Ap1s2,Fosl1,Tgfb1,Arrdc3,Rab3d,Galnt1,Ifitm3,Lss,Rasa3,Inf2,Itga4,Fdft1,Xbp1,Fdps,Lama4,Map1a,Copz2,Dmpk,Nsdhl,Laptm4b,Loxl4,Inhba,Dock4,Slc41a2,Hspb6,Trim47,Fxyd1,Lgals1,Sv2a,Serpine1,Tm4sf1,B3galnt1,Rexo2,Ccn4,Itga10,Mtus2,Id1,Gja5,Ptprn,Idi1,Ets1,Ltbp4,Hsd17b7,Col6a1,Rras,Dnm1,Cd248,Serpine2,Blvrb,Nalcn,Gng8,Mylip,Selenom,Tnn,Rhoj,Loxl3,Ssc5d,Tmprss11b,Sgcb,Bend6,Runx2,Emp3,Tent5a,Ezr,Capg,Hmga1,Cd109,Pth1r,C1qtnf1,Adgre5,Ggt5,Flrt2,Exoc3l2,RGD1564899,Grpr,Trabd2b,Ak1,Wnk3,Rxfp1,Gpr88,Ptch1,Fhl3,Parp3,Sync,Kcnq5,Procr,Def6,Syne3,Megf10,Rflnb,Des,Setbp1,Mgst2,Itga3,Htr2a,Mfap4,Ptgs1,Fam217b,P2rx5,Cybrd1,Il6,Slc43a2,Mvd,Slc43a1,Acss2,Spsb4,Slc26a7,Twist2,Per2,Card19,Vcam1,Ripk3,Thbs2,Gpsm2,Upp1,Maf,Cdx2,Slc16a9,Igfbp5,Rgs2,Synm,Cdkl2,Cd38,Ldb3,Ccl2,Hes1,LOC108351606,Nostrin,Stard4,Jph2,Ephb2,Angpt4,Plk3,P2ry10b,Crlf1,Tnfsf12,Rtn4rl1,Fut4,Rap1gap2,Pxmp4,Arsj,RGD1309808,Shisa2,Adam23,Maff,Cebpd,Has2,Mageb18,Tspan17,Hapln1,Rgs22,Tbx2,Fgf2,Cxcl1,Icam5,Spsb2,Pcdh1,Vsir,Mustn1,Sertad3,Pde4a,Nr4a1,Adamts14,Pgf,Tcea3,Itgb3,Hey2,Tcf7,Mapkapk3,Atcay,Sphk1,Cox6a2,Mmrn2,Htra3,Sparcl1,Rrm2b,Hcn4,Col15a1,Irf5,Meox2,Gata2,Spint2,Ak9,Artn,Id4,Trpv2,Cryl1,Tnfrsf1b,Jaml,Col4a6,Epyc,Hdac9,Kcnh2,Arc,Arhgap6,Ptn,Agmo,Fosb,Mok,Gcat,Stac2,Fbln2,Setmar,Hck,Tm4sf4,Clec3b,Colq,Drc3,Spred3,Lama3,Tfec,Atp8a2,Gem,Casz1,Nudt6,Spef1,Cx3cl1,Grin3b,Scg5,Calcrl,Omd,Ramp2,Scn1b,Trim29,Epha3,Pierce2,Sspn,Heyl,Stxbp2,Alpl,Rfx2,Socs1,Pcyt1b,Sulf2,Dnajc6,LOC100302465,Dnai2,Opn3,Mpzl2,Slc26a10,Pinlyp,Celf3,Ano1,B3gnt9,Enox1,Nox1,Dyrk3,Scn4b,Ciita,Siah3,Larp6,Azin2,Tcf23,Hjv,Cnga1,Plcd4,Rundc3a,Cd180,Pclo,Gli1,Irgc,Defb37,Mcoln3,Dkk3,Ggt1,Vtcn1,Cyp2s1,Eef1akmt3,LOC120093238,Ppfia3,Scd4,Ccrl2,Helz2,Syne4,Apob,Ankrd61,Scube2,Glra1,Pou2af3
GO:0031410	cytoplasmic vesicle	0.00469878506780873	0.00469878506780873	+1	Vegfa,Anxa3,Amot,Ehd3,Slc30a1,Syt11,Rusc2,Crispld2,Lpar1,Tmem108,Snap91,Prss12,Cdc42ep2,N4bp3,Vamp1,Cemip,Emp2,Iqub,Atp2c2,Tbc1d2,Ticam2,Tlr7,Zfyve28,Rab9b,Enkur,Hap1,Sh3tc2,Cntnap2,Actl7a,Ldlr,Bgn,Igf2r,Avpr1a,Dysf,Ap1s2,Arrdc3,Rab3d,Fdps,Copz2,Laptm4b,Sv2a,Ptprn,Dnm1,Serpine2,Ezr,Slc26a7,Vcam1,Thbs2,Stard4,Has2,Itgb3,Sphk1,Atp8a2,Scg5,Calcrl,Ramp2,Epha3,Sspn,Stxbp2,Nox1,Azin2,Ppfia3
GO:0044297	cell body	0.0047156661856481	0.0047156661856481	+1	Cobl,Cd200,Pcsk5,Slc8a1,Ptprf,Alcam,Prkaa2,Dscam,Tubb3,Uchl1,LOC103690152,Scn11a,Sncg,Tnn,Ephb2,Trpv2,Grin3b,Azin2,Apob,Glra1
GO:0030175	filopodium	0.004855692372951	0.004855692372951	+1	Ppp1r9a,Rapgef3,Tubb3,Kitlg,Ezr,Itga3,Vcam1,Itgb3,Spef1
GO:0030055	cell-substrate junction	0.0050199567850533	0.0050199567850533	+1	Prag1,Ptk2b,Dlc1,Ajuba,Bcar3,Asap3,Epb41l5,Itgb6,Synpo2,Rexo2,Ezr,Flrt2,Itgb3,Hck
GO:0098643	banded collagen fibril	0.00525881317603364	0.00525881317603364	+1	Lum,Col3a1,Col5a3,Col1a2
GO:0005583	fibrillar collagen trimer	0.00525881317603364	0.00525881317603364	+1	Lum,Col3a1,Col5a3,Col1a2
GO:0031982	vesicle	0.005650704551969	0.005650704551969	+1	Vegfa,Anxa3,Amot,Ehd3,Slc30a1,Gprc5a,Syt11,Rusc2,Crispld2,Lpar1,Tmem108,Snap91,Prss12,Cdc42ep2,N4bp3,Vamp1,Cemip,Emp2,Iqub,Atp2c2,Tbc1d2,Ticam2,Tlr7,Zfyve28,Rab9b,Enkur,Hap1,Sh3tc2,Cntnap2,Actl7a,Ldlr,Bgn,Igf2r,Avpr1a,Dysf,Ap1s2,Arrdc3,Rab3d,Fdps,Copz2,Laptm4b,Sv2a,Serpine1,Ptprn,Col6a1,Dnm1,Serpine2,Ezr,Slc26a7,Vcam1,Thbs2,Stard4,Has2,Itgb3,Sphk1,Atp8a2,Scg5,Calcrl,Ramp2,Epha3,Sspn,Stxbp2,Nox1,Azin2,Ggt1,Ppfia3
GO:0098802	plasma membrane signaling receptor complex	0.00692745050056678	0.00692745050056678	+1	Itga6,Itga8,Alcam,Il23r,Itgb6,Chrnb2,Il18rap,B2m,Itga4,Itga10,Itga3,Itgb3,Grin3b,Calcrl
GO:0098590	plasma membrane region	0.0078933204019258	0.0078933204019258	+1	Kcnd3,Cdh15,Jag1,Pard6b,Ehd3,Slc30a1,Tek,Tnik,Dlc1,Slc8a1,Lmo7,Heph,Epb41l5,Dsp,Slc4a4,Emp2,Cldn19,Cntnap2,Abca8,Chrnb2,Eps8l1,Ldlr,Thy1,Lrp8,Slc29a1,Dnm1,Ezr,Gpr88,Ptch1,Itga3,Cybrd1,Slc43a2,Slc43a1,Slc26a7,Ephb2,Adam23,Has2,Itgb3,Hck,Spef1,Dnajc6,Ano1,Cnga1,Glra1
GO:0030424	axon	0.00801312804461882	0.00801312804461882	+1	Cobl,Cd200,Slc8a1,Alcam,Igsf9,Tmem108,Prss12,Prkaa2,Dscam,Tubb3,Uchl1,Cntnap2,LOC103690152,Scn11a,Sncg,Dnm1,Tnn,Ephb2,Trpv2,Scn1b,Azin2,Glra1
GO:0015630	microtubule cytoskeleton	0.00801312804461882	0.00801312804461882	+1	Nlrp3,Lats2,Mtus1,Tek,Mcm3,Slc8a1,Mns1,C2cd3,Rell1,Cdkl5,Rb1,E2f1,Rassf7,Cdc6,Cep70,Unc119,Cfap100,Cdc42ep2,Dnah17,Tfdp2,Dcdc2,Capn6,Dnah7,Tubb3,Rragd,Tekt1,Enkur,Cfap141,Anks1b,Hap1,Itgb6,Cdc42bpg,LOC500124,Cfap45,Arhgap18,Sncg,Dysf,Ift57,Rab3d,Fdps,Map1a,Mtus2,Dnm1,Ezr,Capg,Procr,Gpsm2,Cdkl2,Plk3,Rap1gap2,Gem,Spef1,Pierce2,Dnai2,Dyrk3,Cd180,Eef1akmt3
GO:0031252	cell leading edge	0.00962801044382653	0.00962801044382653	+1	Ptk2b,Cobl,Amot,Dlc1,Ajuba,Plekhh2,Phactr4,Asap3,Epb41l5,Rapgef3,Tubb3,Cntnap2,Cdc42bpg,Eps8l1,Arhgap18,Kitlg,Cyth3,Ezr,Itgb3,Spef1
GO:0043005	neuron projection	0.0119748861614922	0.0119748861614922	+1	Cobl,Cd200,Pcsk5,Slc8a1,Plcb4,Syt11,Ppp1r9a,Ptprf,Alcam,Igsf9,Tmem108,Tprn,Prss12,Prkaa2,Dscam,Tubb3,Uchl1,Anks1b,Cntnap2,LOC103690152,Scn11a,Sncg,Ift57,Vcan,Baiap2,Dock4,Sv2a,Dnm1,Tnn,Ptgs1,Ephb2,Atcay,Trpv2,Arc,Scn1b,Azin2,Cnga1,Glra1
GO:0030139	endocytic vesicle	0.0143203991664228	0.0143203991664228	+1	Anxa3,Amot,Ehd3,Syt11,Lpar1,Cdc42ep2,Cemip,Tlr7,Rab9b,Igf2r,Avpr1a,Dysf,Dnm1
GO:0016323	basolateral plasma membrane	0.0167698977161726	0.0167698977161726	+1	Slc30a1,Tek,Slc8a1,Heph,Dsp,Slc4a4,Cldn19,Abca8,Ldlr,Slc29a1,Itga3,Slc43a2,Slc26a7,Spef1
GO:0098858	actin-based cell projection	0.0197611722686875	0.0197611722686875	+1	Tek,Ppp1r9a,Tprn,Rapgef3,Tubb3,Foxa1,Kitlg,Dock4,Ezr,Itga3,Vcam1,Itgb3,Spef1
GO:0099513	polymeric cytoskeletal fiber	0.0197611722686875	0.0197611722686875	+1	Cobl,Amot,Tek,Slc8a1,Mns1,Krt7,Dsp,Capn6,Tubb3,Krt80,Enkur,Cfap141,Cfap45,Arhgap18,Lmna,Rab3d,Map1a,Mtus2,Dnm1,Ezr,Ak1,Sync,Des,Synm,Hck,Spef1,Pierce2
GO:0005911	cell-cell junction	0.020633604156409	0.020633604156409	+1	Plekha7,Vegfa,Jag1,Amot,Pard6b,Tek,Ajuba,Slc8a1,Cldn15,Heg1,Dsp,Gjc2,Cgnl1,Rnd1,Cldn19,Mpp4,Cyth3,Sv2a,Gja5,Flrt2,Wnk3,Itgb3,Scn1b,Scn4b
GO:0030425	dendrite	0.0231728038426503	0.0231728038426503	+1	Cobl,Pcsk5,Slc8a1,Plcb4,Syt11,Ppp1r9a,Igsf9,Prss12,Prkaa2,Dscam,Tubb3,Anks1b,Ift57,Tnn,Ephb2,Arc,Azin2,Glra1
GO:0097447	dendritic tree	0.0252069069679024	0.0252069069679024	+1	Cobl,Pcsk5,Slc8a1,Plcb4,Syt11,Ppp1r9a,Igsf9,Prss12,Prkaa2,Dscam,Tubb3,Anks1b,Ift57,Tnn,Ephb2,Arc,Azin2,Glra1
GO:0031594	neuromuscular junction	0.0282512905920934	0.0282512905920934	+1	Cdh15,Lama4,Sv2a,Serpine2,Sync,Itga3,Colq
GO:0045202	synapse	0.0304217117053819	0.0304217117053819	+1	Kcnd3,Ptk2b,Cdh15,Slc6a7,Slc8a1,Plcb4,Syt11,Cacnb4,Cdkl5,Ppp1r9a,Igsf9,Samd4a,Tmem108,Dgke,Prss12,Anks1b,Apba2,Chrnb2,Actc1,Arhgap22,Kcnj8,Vcan,Baiap2,Lama4,Sv2a,Dnm1,Serpine2,Tnn,Sync,Itga3,Ephb2,Adam23,Hapln1,Icam5,Itgb3,Sparcl1,Arc,Ptn,Colq,Dnajc6,Pclo,Ppfia3,Glra1
GO:0005881	cytoplasmic microtubule	0.0331774201372605	0.0331774201372605	+1	Mns1,Enkur,Cfap141,Cfap45,Arhgap18,Rab3d,Mtus2,Pierce2
GO:0001726	ruffle	0.0360481542667992	0.0360481542667992	+1	Cobl,Amot,Dlc1,Asap3,Epb41l5,Eps8l1,Arhgap18,Cyth3,Ezr,Itgb3
GO:0005902	microvillus	0.0374115976796536	0.0374115976796536	+1	Tek,Rapgef3,Foxa1,Ezr,Vcam1,Itgb3,Spef1
GO:0042581	specific granule	0.0385169596607578	0.0385169596607578	+1	Anxa3,Vamp1,Stxbp2
GO:0098835	presynaptic endocytic zone membrane	0.0390340975965823	0.0390340975965823	+1	Dnm1,Dnajc6
GO:0035189	Rb-E2F complex	0.0390340975965823	0.0390340975965823	+1	Rb1,E2f1
GO:1990584	cardiac Troponin complex	0.0390340975965823	0.0390340975965823	+1	Tnnt2,Tnnc1
GO:0045177	apical part of cell	0.0397024306555226	0.0397024306555226	+1	Jag1,Pard6b,Tek,Tnik,Itga8,Lmo7,Eda,Emp2,Ldlr,Thy1,Slc29a1,Ezr,Ptch1,Cybrd1,Slc43a1,Slc26a7,Vcam1,Itgb3,Spef1,Ano1
GO:0098552	side of membrane	0.0419488330399316	0.0419488330399316	+1	Amot,Alcam,Atp2c2,Clec4m,Itgb6,Ldlr,Cd14,Rasa3,Gng8,Itga3,Vcam1,Rgs2,Itgb3,Stac2,Hck,Gem,Dnai2,Enox1,Vtcn1,Glra1
GO:0005879	axonemal microtubule	0.0419488330399316	0.0419488330399316	+1	Mns1,Enkur,Cfap141,Cfap45,Pierce2
GO:0009925	basal plasma membrane	0.0447941451265881	0.0447941451265881	+1	Slc30a1,Tek,Slc8a1,Heph,Dsp,Slc4a4,Cldn19,Abca8,Ldlr,Slc29a1,Itga3,Slc43a2,Slc26a7,Spef1
GO:0098796	membrane protein complex	0.0453256511463717	0.0453256511463717	+1	Kcnd3,Plekha7,Itga6,Itga8,Cacnb4,Alcam,Lrrc8d,Il23r,Gjc2,Igf1,Cacna1e,Atp6v0e2,Itgb6,Cntnap2,Chrnb2,Lcn12,Scn11a,Abcc9,Cd14,Sgcg,Il18rap,B2m,Ap1s2,Itga4,Copz2,Itga10,Gja5,Dnm1,Gng8,Sgcb,Kcnq5,Syne3,Itga3,Vcam1,Itgb3,Hcn4,Grin3b,Calcrl,Ramp2,Scn1b,Sspn,Nox1,Scn4b,Syne4,Glra1
